"Blender Beginner Workflow For Cinematic Art, 2 tutorials
2 Step-by-step tutorials, suitable even for beginners + 100 assets",Sime Bugarija,"2 Step-by-step tutorials, suitable even for beginners + 100 assets",7.5 total hours,41 lectures,Beginner,,,"₦6,400"
"Learn how to Model, Texture, Rig and Animate an Emoji
Model, Rig and Animate an Emoji in just 30 minutes !",Godfred Dorkey,"Model, Rig and Animate an Emoji in just 30 minutes !",1 total hour,8 lectures,Beginner,,,"₦6,400"
"Blender Particles Masterclass
Learn the art of using particle simulations in Blender",Ruan Lotter,Learn the art of using particle simulations in Blender,4 total hours,16 lectures,All Levels,,,"₦6,400"
"Master Character Design in Blender for Unity & Unreal Engine
Master 3D Character Design, Animation & Game Environment in Blender and Build Epic Games in Unity & Unreal Engine",Abdelilah Hamdani,"Master 3D Character Design, Animation & Game Environment in Blender and Build Epic Games in Unity & Unreal Engine",7.5 total hours,68 lectures,Beginner,,,"₦16,900"
"Blender 3D Full Course (Project Based)
Learn The Basics Of 3D in Blender with a Project Based Approach",Nafay Sheikh,Learn The Basics Of 3D in Blender with a Project Based Approach,16 total hours,67 lectures,All Levels,,,"₦19,900"
"Blender 3D: Product Visualization Animation Masterclass
Learn the basics of Blender 3D by making Product Renders and Animations",Nafay Sheikh,Learn the basics of Blender 3D by making Product Renders and Animations,3 total hours,10 lectures,All Levels,,,"₦6,400"
"From Photo to Realistic 3d model in Blender, step-by-step
Explained how to create realistic scene in Blender",Sime Bugarija,Explained how to create realistic scene in Blender,2.5 total hours,16 lectures,Beginner,,,"₦6,400"
"Blender 3D Modeling: Basics to Advanced - Ultimate Course
Unlock Professional 3D Modeling Skills - Perfect for Beginners - Guide for 3D Design Mastery!",Muhammad Junaid Alam,Unlock Professional 3D Modeling Skills - Perfect for Beginners - Guide for 3D Design Mastery!,4.5 total hours,35 lectures,All Levels,,,"₦6,400"
"Create and Animate a Vehicle in Blender & Substance Painter
Learn Blender and Substance Painter while modeling and animating a realistic vehicle.",Darrin Lile,Learn Blender and Substance Painter while modeling and animating a realistic vehicle.,14 total hours,90 lectures,Beginner,,,"₦6,400"
"Cloud and Rain Animation in Blender for Beginners
Learn how to use volume, particles and physics to make a cute simple 3D animation in Blender for beginners",Nicholas Peña,"Learn how to use volume, particles and physics to make a cute simple 3D animation in Blender for beginners",2 total hours,16 lectures,Beginner,,,"₦6,400"
"Master the Complete Blender Process, Modeling to Compositing
Unleash your creativity and master the art of 3D creation with our comprehensive Blender course.",Art Studio313,Unleash your creativity and master the art of 3D creation with our comprehensive Blender course.,10.5 total hours,42 lectures,All Levels,,,"₦6,400"
"ArchViz Simplified in Blender 3D
Have the knowledge to convert a floor plan into a realistic Archviz interior scene",Yahya Alnati,Have the knowledge to convert a floor plan into a realistic Archviz interior scene,2.5 total hours,20 lectures,Beginner,,,"₦6,400"
"BLENDER: The Rode NT microphone creation masterclass
Unleash Your Creativity and Master Modeling, Materials, and Rendering Techniques in Blender",Mrawan Hussain,"Unleash Your Creativity and Master Modeling, Materials, and Rendering Techniques in Blender",8 total hours,20 lectures,Intermediate,,,"₦6,400"
"Make Realistic 3D Materials in Blender for Beginners
The simple and fast method to create ultra-realistic materials in Blender when you're a beginner",Nicholas Peña,The simple and fast method to create ultra-realistic materials in Blender when you're a beginner,2.5 total hours,25 lectures,Beginner,,,"₦6,400"
"Keyframe animation with Python & Blender
Automating Pose-to-pose animation in Blender with the use of Python scripts",Oscar Villarreal,Automating Pose-to-pose animation in Blender with the use of Python scripts,2.5 total hours,68 lectures,Intermediate,,,"₦6,400"
"Isometric Kitchen Room Made In Blender 3
Making an Isometric Kitchen Room In Blender 3",Swaitzer Joses,Making an Isometric Kitchen Room In Blender 3,2 total hours,17 lectures,All Levels,,,"₦6,400"
"Blender and Godot 4: Make a Low poly Ps1 Style Horror game
From Modeling to Programming: Create Your Own Low Poly Horror Game",Alan Rodriguez Lukifah,From Modeling to Programming: Create Your Own Low Poly Horror Game,9.5 total hours,44 lectures,All Levels,,,"₦13,900"
"Blender Beginner’s Bootcamp
20 projects spanning a wide range of topics, to tackle the world of 3D modelling head-on",3D Tudor,"20 projects spanning a wide range of topics, to tackle the world of 3D modelling head-on",13 total hours,78 lectures,All Levels,,,"₦16,900"
"The Ultimate Blender 3D Geometry Nodes Course
Master Geometry Nodes In Blender!",Alex Cordebard,Master Geometry Nodes In Blender!,48.5 total hours,286 lectures,All Levels,,,"₦29,900"
"Complete Blender beginner workflow for Cinematic art,step-by
Tutorial suitable for beginners",Sime Bugarija,Tutorial suitable for beginners,5.5 total hours,30 lectures,Beginner,,,"₦12,900"
"Design and Build Your Own Paper Model
Design and build your own paper models (also known as papercraft or cardstock models) using Blender and Inkscape..",Chris Weaver,Design and build your own paper models (also known as papercraft or cardstock models) using Blender and Inkscape..,10 total hours,70 lectures,All Levels,,,"₦6,400"
"Blender: Modeling Your First 3D Character
Learn how to model characters in Blender 3D from start to finish!",Eve Paints,Learn how to model characters in Blender 3D from start to finish!,4 total hours,9 lectures,Beginner,,,"₦10,900"
"Creating Custom 3D Packaging Designs with Blender
Your startup in the advertising stamp market",The Avenew Academy Bootcamp,Your startup in the advertising stamp market,16.5 total hours,36 lectures,All Levels,,,"₦13,900"
"Build & Sell Blender 3D Models
Learn how to build 3D models on Blender and sell them on various marketplaces",Christ Raharja,Learn how to build 3D models on Blender and sell them on various marketplaces,3.5 total hours,30 lectures,Beginner,,,"₦6,400"
"Creating Simple Characters for Beginners in Blender
The basics more than complete",The Avenew Academy Bootcamp,The basics more than complete,10.5 total hours,26 lectures,All Levels,,,"₦6,400"
"Blender and After Effects VFX Masterclass
Add 3D objects and characters to any live action footage",Ruan Lotter,Add 3D objects and characters to any live action footage,4 total hours,30 lectures,All Levels,,,"₦14,900"
"Intermediate Blender Archviz - Exterior Scene
step by step modeling practice",The Avenew Academy Bootcamp,step by step modeling practice,7.5 total hours,12 lectures,All Levels,,,"₦6,400"
"Mastering 3D Logo Creation: Blender Procedural Nodes Course.
Unlock the Power of Blender: A Comprehensive Guide to 3D Logo Creation and Procedural Nodes for Stunning Visuals.",Anmol Krishna,Unlock the Power of Blender: A Comprehensive Guide to 3D Logo Creation and Procedural Nodes for Stunning Visuals.,5.5 total hours,13 lectures,All Levels,,,"₦6,400"
"Blender Masterclass : Learn Blender From Scratch To Advance
Learn blender 3.4.1 - 3D Modelling For Rendering, Product advertisement, 3D Printing, Game Assets and More In Blender.",Jai Bansal,"Learn blender 3.4.1 - 3D Modelling For Rendering, Product advertisement, 3D Printing, Game Assets and More In Blender.",5 total hours,52 lectures,All Levels,,,"₦6,400"
"Production workflow with Blender
Product Modeling - Headset Beats",The Avenew Academy Bootcamp,Product Modeling - Headset Beats,5 total hours,10 lectures,All Levels,,,"₦6,400"
"Blender bottle designs
Lookdev, Composition and ambiance",The Avenew Academy Bootcamp,"Lookdev, Composition and ambiance",12 total hours,23 lectures,All Levels,,,"₦6,400"
"Blender Express: Learn 3D Modeling Fast
Get to know Blender completely and practically: 3D modelling, shading, lighting, rendering, animation, VFX, ...","Marius Worch, Vincent Koehler","Get to know Blender completely and practically: 3D modelling, shading, lighting, rendering, animation, VFX, ...",9 total hours,110 lectures,Intermediate,,,"₦10,900"
"The Ultimate Prop Art Bundle - 4 courses in 1
Learn 3D Prop Modelling, 3D Texturing in Blender and Substance Painter",Aniket Rawat,"Learn 3D Prop Modelling, 3D Texturing in Blender and Substance Painter",10 total hours,44 lectures,All Levels,,,"₦6,400"
"The Blender Advertising Academy: Become A Commercials Expert
A comprehensive guide on how to create professional and visually appealing commercials using Blender free 3D software.",Imran Nuruhussen,A comprehensive guide on how to create professional and visually appealing commercials using Blender free 3D software.,11 total hours,50 lectures,All Levels,,,"₦13,900"
"Blender 3 Beginners Step by Step Guide to Isometric Rooms
Create stunning isometric rooms in Blender 3 - A beginner's step-by-step guide to boost your 3D design skills.",3D Tudor,Create stunning isometric rooms in Blender 3 - A beginner's step-by-step guide to boost your 3D design skills.,11 total hours,62 lectures,Beginner,,,"₦6,400"
"Become a pro at 3D product modeling with blender.
Learn how to create a 3D model and render from a beauty product.",david Jaasma,Learn how to create a 3D model and render from a beauty product.,2.5 total hours,16 lectures,Beginner,,,"₦13,900"
"3D Character Modelling in Blender from Scratch to Advance
Modeling, Texturing, Rigging, Blender",Muhammad Junaid Alam,"Modeling, Texturing, Rigging, Blender",7.5 total hours,18 lectures,All Levels,,,"₦6,400"
"Animation with car in Blender Complete Blender beginn. workf
Tutorial suitable for beginners",Sime Bugarija,Tutorial suitable for beginners,2.5 total hours,17 lectures,Beginner,,,"₦6,400"
"Character Crafting with Blender for Absolute Newbies
A 3D adventure through character creation in Blender",NIkolay Naydenov,A 3D adventure through character creation in Blender,10 total hours,24 lectures,Beginner,,,"₦6,400"
"Mechanical Animation in Blender
In this course you are going to learn how to make various kind of gear mechanism and Mechanical Mechanism in blender",Amit Mourya,In this course you are going to learn how to make various kind of gear mechanism and Mechanical Mechanism in blender,3 total hours,23 lectures,Intermediate,,,"₦6,400"
"3D Modeling Electronics Fast in Blender Easy for Beginners
The simple and fast techniques to model hard-surface electronics as a beginner in Blender",Nicholas Peña,The simple and fast techniques to model hard-surface electronics as a beginner in Blender,4.5 total hours,56 lectures,Beginner,,,"₦6,400"
"Procedurally generated house with Blender & Python
Creating procedurally generated house with Blender & Python",Oscar Villarreal,Creating procedurally generated house with Blender & Python,3.5 total hours,66 lectures,Intermediate,,,"₦6,400"
"Cinematic Look With Blender - Step By Step - Updated 2023
My Blender workflow for cinematic animation (beginners friendly)",Sime Bugarija,My Blender workflow for cinematic animation (beginners friendly),2 total hours,16 lectures,Beginner,,,"₦6,400"
"Blender for 3D Printing - Learn All Blender Tools (201)
Make 3D printed tools, while learning all the Blender tools. (2023)",Jayson Wall,"Make 3D printed tools, while learning all the Blender tools. (2023)",5 total hours,33 lectures,Intermediate,,,"₦6,400"
"Shader Magic in Blender (Ver 3.41 and above)
More than just creating shapes! It's also about all the common techniques used in games!",Joakim Tornhill,More than just creating shapes! It's also about all the common techniques used in games!,14.5 total hours,67 lectures,All Levels,,,"₦6,400"
"Cinematic Animation Using Blender And AI (Beginner Friendly)
Tutorial suitable for beginners",Sime Bugarija,Tutorial suitable for beginners,4 total hours,22 lectures,Beginner,,,"₦6,400"
"Blender Strategies for Modeling and Texturing
Learn strategies for modeling and texturing in Blender version 3.",Darrin Lile,Learn strategies for modeling and texturing in Blender version 3.,3 total hours,23 lectures,Beginner,,,"₦6,400"
"Mastering the Art of Isometric Room Design in Blender 3
Master the tools and techniques for creating visually stunning isometric room designs using Blender 3",3D Tudor,Master the tools and techniques for creating visually stunning isometric room designs using Blender 3,9 total hours,47 lectures,Beginner,,,"₦6,400"
"Stylized Texturing to Pro Lighting & Compositing in Blender
This is an extensive texturing & lighting to make every scene look more professional as well cinematic",Art Studio313,This is an extensive texturing & lighting to make every scene look more professional as well cinematic,7 total hours,56 lectures,All Levels,,,"₦6,400"
"Blender Character Creation Megacourse: Beginner to Expert
Learn how to use Blender and create and model 3D characters for games and animations!",Creativity Unleashed,Learn how to use Blender and create and model 3D characters for games and animations!,82.5 total hours,242 lectures,All Levels,,,"₦6,400"
"BLENDER: Learn how to create utility knife from A to Z
In this course we will learn how to create Utility knife from start to finish using Blender 3.3",Mrawan Hussain,In this course we will learn how to create Utility knife from start to finish using Blender 3.3,8.5 total hours,35 lectures,All Levels,Highest rated,,"₦6,400"
"The Ultimate weapon course (Create Sniper in Blender 3.4 )
The Ultimate weapon course (Create Sniper with texture and animation) Blender 3.4 and Substance painter",Saif Alshrideh,The Ultimate weapon course (Create Sniper with texture and animation) Blender 3.4 and Substance painter,5 total hours,48 lectures,Beginner,,,"₦6,400"
"Blender 3D: Create a Procedural World From Scratch
Make a Minecraft style voxel world in less than an hour!",Malcolm Donaldson,Make a Minecraft style voxel world in less than an hour!,1 total hour,5 lectures,All Levels,,,"₦6,400"
"BLENDER: Learn how to create the military Black Hornet drone
Learn how to create the military nano drone Black Hornet from start to finish using Blender",Mrawan Hussain,Learn how to create the military nano drone Black Hornet from start to finish using Blender,11 total hours,45 lectures,Intermediate,,,"₦13,900"
"Blender 3D Product Visualization Masterclass
Learn the basics of Blender 3D by making Product Renders",Nafay Sheikh,Learn the basics of Blender 3D by making Product Renders,6.5 total hours,26 lectures,All Levels,,,"₦11,900"
"Poolrooms in Blender - step by step - (beginner friendly)
Learn how to create a 3D animation from start to finish in free software Blender",Sime Bugarija,Learn how to create a 3D animation from start to finish in free software Blender,5 total hours,28 lectures,Beginner,,,"₦14,900"
"Intro to Geometry Nodes using Blender 3.3
Instancing and Utility nodes",Otto Lai,Instancing and Utility nodes,1.5 total hours,22 lectures,Beginner,,,"₦11,900"
"Blender Camera Tracking Masterclass
Learn 3D Camera Tracking using Blender - In under Two Hours!",Ruan Lotter,Learn 3D Camera Tracking using Blender - In under Two Hours!,1 total hour,12 lectures,All Levels,,,"₦11,900"
"Anime Character Creator: Make 3D Anime Characters in Blender
Model, rig and pose an anime character in this intermediate Blender course.","Grant Abbitt, GameDev.tv Team","Model, rig and pose an anime character in this intermediate Blender course.",10.5 total hours,66 lectures,Intermediate,,,"₦18,900"
"Ultimate 3D Environment Animation Course - Blender
A complete guide to creating photorealistic environments using Blender, Substance Painter, SpeedTree, and Resolve",Cov Phillips,"A complete guide to creating photorealistic environments using Blender, Substance Painter, SpeedTree, and Resolve",13.5 total hours,68 lectures,All Levels,,,"₦6,900"
"Masterclass : Making Bottle Commercials Using Blender
Making Bottle Commercials Using Blender and the blender water brand as a sample to make eye catching renders",Imran Nuruhussen,Making Bottle Commercials Using Blender and the blender water brand as a sample to make eye catching renders,2.5 total hours,10 lectures,All Levels,,,"₦6,400"
"3D Anatomy: Sculpting in Blender: Master the human figure
Master Human Anatomy, sculpt all the muscles and learn where they attach plus more",Neil Fontaine,"Master Human Anatomy, sculpt all the muscles and learn where they attach plus more",24 total hours,126 lectures,All Levels,,,"₦16,900"
"Blender 3 Motorcycle Creation
Learn Blender while creating a classic 1936 Harley-Davidson Knucklehead motorcycle.",Darrin Lile,Learn Blender while creating a classic 1936 Harley-Davidson Knucklehead motorcycle.,19 total hours,116 lectures,Beginner,,,"₦15,900"
"Texture Painting Game Title in Blender
In this course you will learn how to use Blender for creating your own models and texture paint them",Art Studio313,In this course you will learn how to use Blender for creating your own models and texture paint them,8 total hours,46 lectures,Beginner,,,"₦6,400"
"Blender Environments Megacourse: Create 3D Environments
Learn how to design in Blender and create amazing 3D environments and worlds with this project-based course!",Creativity Unleashed,Learn how to design in Blender and create amazing 3D environments and worlds with this project-based course!,49.5 total hours,141 lectures,All Levels,,,"₦21,900"
"The Ultimate Blender 3D Nodes Course
Master Procedural Materials &amp; Compositing In Blender!",Alex Cordebard,Master Procedural Materials & Compositing In Blender!,45.5 total hours,200 lectures,All Levels,,,"₦23,900"
"Procedurally generated scenes with Blender, Python & NumPy
Creating procedurally generated scenes with blender, python and NumPy",Oscar Villarreal,"Creating procedurally generated scenes with blender, python and NumPy",2 total hours,43 lectures,Intermediate,,,"₦9,900"
"Create a 3D game asset in Blender & Substance Painter
We will go through the full pipeline of creating a 3D model of the Viking Axe ready for the game.",Artem Daysun,We will go through the full pipeline of creating a 3D model of the Viking Axe ready for the game.,3.5 total hours,26 lectures,Beginner,,,"₦6,400"
"Blender Sculpting - Rune Sword
Learn how to sculpt a beautiful AAA quality rune sword in Blender!",Stephen Ulibarri,Learn how to sculpt a beautiful AAA quality rune sword in Blender!,5 total hours,31 lectures,All Levels,,,"₦6,400"
"Learn Modelling and Animating in Blender
Learn how to model and animate inside the Blender",Art Studio313,Learn how to model and animate inside the Blender,7 total hours,37 lectures,Beginner,,,"₦6,400"
"Stylized texturing for video games with Blender
Learn everything you need to create stylized textures and materials with the Blender tools","Jose Moreno, Sebastian Narvaez",Learn everything you need to create stylized textures and materials with the Blender tools,10.5 total hours,45 lectures,All Levels,,,"₦16,900"
"Blender low poly Modeling & Hand Painting for Beginners
Learn low poly Modeling & Hand Painting ready for game in Blender for Beginners",Art Studio313,Learn low poly Modeling & Hand Painting ready for game in Blender for Beginners,8 total hours,46 lectures,Beginner,,,"₦6,400"
"Complete Blender beginner workflow for Cinematic animation
Tutorial suitable for beginners",Sime Bugarija,Tutorial suitable for beginners,5 total hours,19 lectures,Beginner,,,"₦12,900"
"Learn Blender 3D: Get started with 3D Illustration
Learn the basics of 3D Illustration inside Blender and expand your creative potential.",Hunter Wearne,Learn the basics of 3D Illustration inside Blender and expand your creative potential.,4 total hours,28 lectures,All Levels,,,"₦6,400"
"Lobo - 3D character in Blender course
How to make 3D character in Blender for 3D printing or portfolio",NIkolay Naydenov,How to make 3D character in Blender for 3D printing or portfolio,24 total hours,42 lectures,Intermediate,,,"₦23,900"
"Blender to Unreal Engine Become a Dungeon Prop Artist
Become a prop artist using Blender & Unreal Engine with this amazing step by step complete guide.",3D Tudor,Become a prop artist using Blender & Unreal Engine with this amazing step by step complete guide.,29.5 total hours,160 lectures,All Levels,,,"₦13,900"
"Introduction to blender
Newbie tutorial",Hephzibah Ire,Newbie tutorial,44 total mins,7 lectures,Beginner,,,"₦6,400"
"Blender Anatomy Course : Learn Male Human Anatomy
You will be able to sculpt anatomy with better accuracy than before.",Nexttut Education Pvt.Ltd.,You will be able to sculpt anatomy with better accuracy than before.,34.5 total hours,109 lectures,Intermediate,,,"₦11,900"
"Blender Character Creation for Absolute Beginners
Model and sculpt stylised characters inside of Blender and Substance Painter.",Nexttut Education Pvt.Ltd.,Model and sculpt stylised characters inside of Blender and Substance Painter.,22 total hours,94 lectures,Beginner,,,"₦6,400"
"Create a Tyrannosaurus Rex Dinosaur in Blender 3.0 +
The Complete Guide to Creating a Prehistoric Dinosaur - Modeling, Sculpting, UV, Texturing, Posing and Compositing.",Rachele Projects,"The Complete Guide to Creating a Prehistoric Dinosaur - Modeling, Sculpting, UV, Texturing, Posing and Compositing.",36 total hours,131 lectures,Intermediate,,,"₦14,900"
"Interior Design and Visualization in Blender for beginners
Modeling and visualization Realistic Interior Scenes in Blender eevee",Artem Iakovlev,Modeling and visualization Realistic Interior Scenes in Blender eevee,3.5 total hours,11 lectures,Beginner,,,"₦6,400"
"Guide for Building a Bus and Truck in Blender
~| Modelling busses and trucks in Blender |~",Kurtis Chamberlain,~| Modelling busses and trucks in Blender |~,29.5 total hours,53 lectures,All Levels,,,"₦13,900"
"Bicycle Scene in Blender
Learn how to model bicycle and how to create the night environment in Blender.",Gytis Ardinavicius,Learn how to model bicycle and how to create the night environment in Blender.,3.5 total hours,25 lectures,Beginner,,,"₦6,400"
"Blender Fundamentals - Modeling
The Absolute Beginner Course for Learning How to Model 3D Art in Blender",Stephen Ulibarri,The Absolute Beginner Course for Learning How to Model 3D Art in Blender,9.5 total hours,33 lectures,Beginner,,,"₦18,900"
"Create Realistic Looking Forests & Mountains in Blender
Your guide to create the entire world in Blender.",Yassine Larayedh,Your guide to create the entire world in Blender.,2.5 total hours,21 lectures,All Levels,,,"₦13,900"
"Realistic Animal Creation in Blender
Model, texture & groom realistic animals using Blender.",Nexttut Education Pvt.Ltd.,"Model, texture & groom realistic animals using Blender.",23 total hours,70 lectures,Beginner,,,"₦9,900"
"Blender : Essential 3D for UI and Visual Designers
A Complete Beginner's Guide to 3D for UI & Visual Design",Harshavardhan Saravanan,A Complete Beginner's Guide to 3D for UI & Visual Design,3.5 total hours,52 lectures,All Levels,,,"₦11,900"
"Learn Blender Compositor!
Take Your Renders to the Professional Level!",Gustavo Rosa,Take Your Renders to the Professional Level!,5 total hours,29 lectures,Intermediate,,,"₦15,900"
"Designing game characters for 2D & 3D with Blender & Godot
Step by step game characters design with Blender & Godot",Oscar Villarreal,Step by step game characters design with Blender & Godot,6.5 total hours,88 lectures,All Levels,,,"₦6,400"
"BLENDER Create Living Room From Single Image + Robot, 4h30M
Cinematic look in Blender + Old Apple Macintosh tutorial for free"" as a gift.",Sime Bugarija,"Cinematic look in Blender + Old Apple Macintosh tutorial for free"" as a gift.",4.5 total hours,8 lectures,Beginner,,,"₦14,900"
"Create helmet in Blender and Substance painter
Create a helmet in Blender 3D and Substance Painter, Learn 3D modelling, 3D texturing in Substance Painter",Porada Vsevolod Aleksandrovich,"Create a helmet in Blender 3D and Substance Painter, Learn 3D modelling, 3D texturing in Substance Painter",4 total hours,13 lectures,Beginner,,,"₦6,400"
"Blender 3 to Unreal Engine 5 Dungeon Modular Kitbash
Learn How to Create Massive RPG Worlds & Game Asset Modular Systems From Scratch",3D Tudor,Learn How to Create Massive RPG Worlds & Game Asset Modular Systems From Scratch,26.5 total hours,138 lectures,Beginner,,,"₦11,900"
"Create a Victorian Room with Blender and Substance Painter
Learn Blender while creating a detailed environment suitable for animation or games.",Darrin Lile,Learn Blender while creating a detailed environment suitable for animation or games.,18.5 total hours,120 lectures,Beginner,,,"₦6,400"
"BLENDER: Creating the Dune Ornithopter from start to finish
Step by step we will learn how to create the Ornithopter from the Dune movie using Blender and substance painter",Mrawan Hussain,Step by step we will learn how to create the Ornithopter from the Dune movie using Blender and substance painter,49.5 total hours,162 lectures,Intermediate,,,"₦14,900"
"Realistic Character Making in Blender
Sculpt realistic characters using blender only.",Nexttut Education Pvt.Ltd.,Sculpt realistic characters using blender only.,27 total hours,55 lectures,Intermediate,,,"₦11,900"
"Create Realistic Looking Oceans in Blender
Your guide to create the entire world in Blender.",Yassine Larayedh,Your guide to create the entire world in Blender.,2 total hours,18 lectures,All Levels,,,"₦10,900"
"Complete Blender Masterclass: Start Making Your Projects
A Guide Through Making Anything In Blender. From Concept to Modelling,Rigging,Animating,Effects And Finally Rendering",Imran Nuruhussen,"A Guide Through Making Anything In Blender. From Concept to Modelling,Rigging,Animating,Effects And Finally Rendering",5 total hours,31 lectures,All Levels,,,"₦15,900"
"Complete beginners guide for Blender 3.2 - Creating a Cog
Learn Blender 3.2 from zero to hero By creating a very cool and interesting stylized 3d Environment scene.",Art Studio313,Learn Blender 3.2 from zero to hero By creating a very cool and interesting stylized 3d Environment scene.,7.5 total hours,37 lectures,Beginner,,,"₦6,400"
"Create a Realistic Looking Desert in Blender
Master 3D Environments in Blender",Yassine Larayedh,Master 3D Environments in Blender,2 total hours,20 lectures,All Levels,,,"₦13,900"
"Blender for Beginners: Learn to Model a Gnome With Real Hair
Learn the basics of Blender from a professional 3d artist with this fun beginners tutorial!",Harry Jones,Learn the basics of Blender from a professional 3d artist with this fun beginners tutorial!,4 total hours,12 lectures,Beginner,,,"₦6,400"
"Modeling Buzz Lightyear from ""Toy Story"" with Blender !
Create your Favorite Disney Character using Blender",Render Craft,Create your Favorite Disney Character using Blender,4.5 total hours,16 lectures,Intermediate,,,"₦6,400"
"Create Product Animations In blender.
In just 2 hours you will be able to create this amazing wine bottle animation using blender.",david Jaasma,In just 2 hours you will be able to create this amazing wine bottle animation using blender.,3 total hours,13 lectures,Intermediate,,,"₦15,900"
"Blender: Cloth Physics and simulations.
With this course you will be able to create anything cloth related in blender. from animations to still images!",david Jaasma,With this course you will be able to create anything cloth related in blender. from animations to still images!,4 total hours,20 lectures,Beginner,,,"₦10,900"
"Create furniture in blender
In this course you will learn how to model a furniture piece from scratch in blender.",david Jaasma,In this course you will learn how to model a furniture piece from scratch in blender.,2.5 total hours,14 lectures,Beginner,,,"₦10,900"
"Blender: Create a stylized sword
Use blender to create amazing Lowpoly, Stylized and Textured 3D models, perfect for games and animations.",david Jaasma,"Use blender to create amazing Lowpoly, Stylized and Textured 3D models, perfect for games and animations.",2 total hours,12 lectures,Beginner,,,"₦6,400"
"Create Clean Topology Remove N-Gon And Triangle In Blender
Make Clean Topology",Azwan Senang,Make Clean Topology,5 total hours,43 lectures,All Levels,,,"₦6,400"
"Demon Huntress in Blender course
Female armored 3D character creation in Blender with stylized hair",NIkolay Naydenov,Female armored 3D character creation in Blender with stylized hair,23 total hours,41 lectures,Intermediate,,,"₦21,900"
"Backrooms In Blender Step By Step Tutorial 4h,40min
Learn how to create an animation in Blender (intended for beginners as well)",Sime Bugarija,Learn how to create an animation in Blender (intended for beginners as well),4.5 total hours,7 lectures,Beginner,,,"₦6,400"
"Complete Blender: 3D Modelling for Beginners
In this course you will learn how to use Blender for creating your own models and texture paint them (pbr painting)",Art Studio313,In this course you will learn how to use Blender for creating your own models and texture paint them (pbr painting),3 total hours,19 lectures,Beginner,,,"₦6,400"
"Photogrammetry : Turn Images into 3D Models
Learn the Process and Workflow in Blender",Harshavardhan Saravanan,Learn the Process and Workflow in Blender,1 total hour,17 lectures,All Levels,,,"₦8,500"
"Blender 3D for Beginners: Learn to Model a Balloon Dog
Learn the basics of Blender from a professional 3d artist with this fun beginners tutorial!",Harry Jones,Learn the basics of Blender from a professional 3d artist with this fun beginners tutorial!,3 total hours,11 lectures,Beginner,,,"₦6,400"
"Complete blender course: From modelling to a short animation
In this course we are gonna learn the creative process while making a render of a robot combat scene in blender.........",Imran Nuruhussen,In this course we are gonna learn the creative process while making a render of a robot combat scene in blender.........,9 total hours,39 lectures,All Levels,,,"₦20,900"
"Blender 3. 0: Satisfying Geometry Nodes Animation
Create your first geometry nodes animation from start to finish for beginners!",Smeaf,Create your first geometry nodes animation from start to finish for beginners!,1 total hour,10 lectures,Beginner,,,"₦6,400"
"Realistic Renders in Blender: Adding 3D Models to Images
Learn to use Blender and fSpy to add a 3D model to an image so that the final render looks as realistic as possible.",Mika Jäntti,Learn to use Blender and fSpy to add a 3D model to an image so that the final render looks as realistic as possible.,42 total mins,8 lectures,Intermediate,,,"₦10,900"
"BLENDER: Learn how to create old realistic cannon
In this course step-by-step we will learn how to create old cannon from start to finish",Mrawan Hussain,In this course step-by-step we will learn how to create old cannon from start to finish,7.5 total hours,28 lectures,Intermediate,,,"₦6,400"
"Complete Blender Megacourse: Beginner to Expert
Learn how to work with Blender 3.0 like a pro with this step-by-step course!",Creativity Unleashed,Learn how to work with Blender 3.0 like a pro with this step-by-step course!,129.5 total hours,232 lectures,All Levels,,,"₦24,900"
"BLENDER: TESLA CYBERTRUCK FORGE
Tesla Cybertruck creation from start to finish with Marwan Hussein",Mrawan Hussain,Tesla Cybertruck creation from start to finish with Marwan Hussein,23.5 total hours,85 lectures,Intermediate,,,"₦6,400"
"Unity Game Asset Creation in Blender: Textured 3D Models
Learn 3D Modeling, UV Unwrapping, Texture Painting and LOD Creation. Create Optimized Game-Ready Unity Assets in Blender",Mika Jäntti,"Learn 3D Modeling, UV Unwrapping, Texture Painting and LOD Creation. Create Optimized Game-Ready Unity Assets in Blender",3 total hours,23 lectures,Intermediate,,,"₦6,400"
"Blender 3: Stylized Scene The Ultimate Guide
Learn Blender 3 Create Stylized 3D models and sims style scenes . Create amazing procedural materials from scratch.",3D Tudor,Learn Blender 3 Create Stylized 3D models and sims style scenes . Create amazing procedural materials from scratch.,24.5 total hours,133 lectures,Beginner,,,"₦6,400"
"Learn Blender 3d Easily - Fastest way to Learn Blender 3d
Learn all the Basics of Blender - Start creating your own beginner content immediately after the Course.",Haider Studio,Learn all the Basics of Blender - Start creating your own beginner content immediately after the Course.,1 total hour,9 lectures,Beginner,,,"₦6,400"
"Blender 3.1 : learn to make looping animations!
Create 4 high quality looping animations in Blender",CG Learner,Create 4 high quality looping animations in Blender,1.5 total hours,6 lectures,Beginner,,,"₦10,900"
"Create a commercial 3D Game Character in Blender full course
Learn the whole 3D character workflow for game in Blender",NIkolay Naydenov,Learn the whole 3D character workflow for game in Blender,30 total hours,41 lectures,Intermediate,,,"₦20,900"
